,GDPC1,CPILFESL,PCEPI,PPIFID,DFEDTARU,CSUSHPISA,UNRATE,SP500,DGS10,T10Y2Y,T10Y3M,T10YIE,FEDFUNDS,CPIAUCSL,M2,M2V,BASE,USSLIND,UMCSENT,IPMAN,HOUST,GS10,BAA10Y,TEDRATE,WALCL,GDP,DTWEXB,BAMLH0A0HYM2,DGS2,A191RP1Q027SBEA,VIXCLS
2015-06-16,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2096.29,2.32,1.61,2.31,1.88,0.13,237.657,11983.8,1.521,3949.516,1.68,96.1,99.8508,1205.0,2.36,2.74,0.28,4468005.0,18193.707,114.8143,4.77,0.71,4.6,14.81
2015-06-17,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2100.44,2.32,1.65,2.31,1.9,0.13,237.657,11983.8,1.521,3949.516,1.68,96.1,99.8508,1205.0,2.36,2.76,0.28,4487817.0,18193.707,114.8444,4.76,0.67,4.6,14.5
2015-06-18,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2121.24,2.35,1.69,2.34,1.89,0.13,237.657,11983.8,1.521,3949.516,1.68,96.1,99.8508,1205.0,2.36,2.82,0.27,4487817.0,18193.707,113.8771,4.71,0.66,4.6,13.19
2015-06-19,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2109.99,2.26,1.61,2.25,1.86,0.13,237.657,11983.8,1.521,3949.516,1.68,96.1,99.8508,1205.0,2.36,2.82,0.27,4487817.0,18193.707,114.233,4.73,0.65,4.6,13.96
2015-06-20,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2109.99,2.26,1.61,2.25,1.86,0.13,237.657,11983.8,1.521,3949.516,1.68,96.1,99.8508,1205.0,2.36,2.82,0.27,4487817.0,18193.707,114.233,4.73,0.65,4.6,13.96
2015-06-21,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2109.99,2.26,1.61,2.25,1.86,0.13,237.657,11983.8,1.521,3949.516,1.68,96.1,99.8508,1205.0,2.36,2.82,0.27,4487817.0,18193.707,114.233,4.73,0.65,4.6,13.96
2015-06-22,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2122.85,2.37,1.69,2.36,1.9,0.13,237.657,12023.2,1.521,3949.516,1.68,96.1,99.8508,1205.0,2.36,2.81,0.27,4487817.0,18193.707,114.157,4.62,0.68,4.6,12.74
2015-06-23,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2124.2,2.42,1.72,2.41,1.92,0.13,237.657,12023.2,1.521,3949.516,1.68,96.1,99.8508,1205.0,2.36,2.82,0.27,4487817.0,18193.707,114.7336,4.62,0.7,4.6,12.11
2015-06-24,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2108.58,2.38,1.7,2.37,1.9,0.13,237.657,12023.2,1.521,3953.136,1.68,96.1,99.8508,1205.0,2.36,2.81,0.27,4495055.0,18193.707,115.0215,4.66,0.68,4.6,13.26
2015-06-25,17380.875,242.064,103.356,110.6,0.25,171.46099999999998,5.3,2102.31,2.4,1.72,2.39,1.91,0.13,237.657,12023.2,1.521,3953.136,1.68,96.1,99.8508,1205.0,2.36,2.8,0.27,4495055.0,18193.707,114.9359,4.67,0.68,4.6,14.01
