,GDPC1,CPILFESL,PCEPI,PPIFID,DFEDTARU,CSUSHPISA,UNRATE,SP500,DGS10,T10Y2Y,T10Y3M,T10YIE,FEDFUNDS,CPIAUCSL,M2,M2V,BASE,USSLIND,UMCSENT,IPMAN,HOUST,GS10,BAA10Y,TEDRATE,WALCL,GDP,DTWEXB,BAMLH0A0HYM2,DGS2,A191RP1Q027SBEA,VIXCLS
2017-03-20,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2373.47,2.47,1.17,1.71,2.0,0.79,243.892,13429.0,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.23,0.41,4469577.0,19148.194,124.4008,3.97,1.3,3.9,11.34
2017-03-21,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2344.02,2.43,1.16,1.66,1.98,0.79,243.892,13429.0,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.23,0.4,4469577.0,19148.194,124.171,4.04,1.27,3.9,12.47
2017-03-22,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2348.45,2.4,1.13,1.63,1.97,0.79,243.892,13429.0,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.23,0.4,4478236.0,19148.194,124.1389,4.16,1.27,3.9,12.81
2017-03-23,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2345.96,2.41,1.15,1.65,1.95,0.79,243.892,13429.0,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.24,0.4,4478236.0,19148.194,124.1401,4.11,1.26,3.9,13.12
2017-03-24,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2343.98,2.4,1.14,1.62,1.98,0.79,243.892,13429.0,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.22,0.38,4478236.0,19148.194,123.96,4.07,1.26,3.9,12.96
2017-03-25,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2343.98,2.4,1.14,1.62,1.98,0.79,243.892,13429.0,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.22,0.38,4478236.0,19148.194,123.96,4.07,1.26,3.9,12.96
2017-03-26,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2343.98,2.4,1.14,1.62,1.98,0.79,243.892,13429.0,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.22,0.38,4478236.0,19148.194,123.96,4.07,1.26,3.9,12.96
2017-03-27,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2341.59,2.38,1.11,1.6,1.97,0.79,243.892,13437.6,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.23,0.38,4478236.0,19148.194,123.5402,4.12,1.27,3.9,12.5
2017-03-28,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2358.57,2.42,1.12,1.64,1.97,0.79,243.892,13437.6,1.434,3930.01,1.73,96.9,99.1665,1190.0,2.48,2.22,0.38,4478236.0,19148.194,123.7349,4.01,1.3,3.9,11.53
2017-03-29,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2361.13,2.39,1.13,1.61,1.98,0.79,243.892,13437.6,1.434,3862.054,1.73,96.9,99.1665,1190.0,2.48,2.23,0.38,4469618.0,19148.194,124.03,3.94,1.26,3.9,11.42
2017-03-30,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2368.06,2.42,1.14,1.64,1.96,0.79,243.892,13437.6,1.434,3862.054,1.73,96.9,99.1665,1190.0,2.48,2.23,0.38,4469618.0,19148.194,123.8476,3.85,1.28,3.9,11.54
2017-03-31,17889.094,250.944,105.512,112.1,1.0,187.995,4.4,2362.72,2.4,1.13,1.64,1.97,0.79,243.892,13437.6,1.434,3862.054,1.73,96.9,99.1665,1190.0,2.48,2.24,0.4,4469618.0,19148.194,124.1269,3.92,1.27,3.9,12.37
2017-04-01,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2362.72,2.4,1.13,1.64,1.97,0.9,244.193,13437.6,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.24,0.4,4469618.0,19304.506,124.1269,3.92,1.27,3.3,12.37
2017-04-02,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2362.72,2.4,1.13,1.64,1.97,0.9,244.193,13437.6,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.24,0.4,4469618.0,19304.506,124.1269,3.92,1.27,3.3,12.37
2017-04-03,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2358.84,2.35,1.11,1.56,1.96,0.9,244.193,13429.7,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.26,0.37,4469618.0,19304.506,124.1834,3.98,1.24,3.3,12.38
2017-04-04,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2360.16,2.36,1.11,1.57,1.96,0.9,244.193,13429.7,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.26,0.37,4469618.0,19304.506,124.3205,3.98,1.25,3.3,11.79
2017-04-05,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2352.95,2.34,1.1,1.54,1.97,0.9,244.193,13429.7,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.29,0.36,4474634.0,19304.506,124.2906,3.91,1.24,3.3,12.89
2017-04-06,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2357.49,2.34,1.1,1.55,1.95,0.9,244.193,13429.7,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.27,0.38,4474634.0,19304.506,124.3734,3.93,1.24,3.3,12.39
2017-04-07,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2355.54,2.38,1.09,1.56,1.94,0.9,244.193,13429.7,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.24,0.35,4474634.0,19304.506,124.4095,3.86,1.29,3.3,12.87
2017-04-08,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2355.54,2.38,1.09,1.56,1.94,0.9,244.193,13429.7,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.24,0.35,4474634.0,19304.506,124.4095,3.86,1.29,3.3,12.87
2017-04-09,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2355.54,2.38,1.09,1.56,1.94,0.9,244.193,13429.7,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.24,0.35,4474634.0,19304.506,124.4095,3.86,1.29,3.3,12.87
2017-04-10,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2357.16,2.37,1.08,1.55,1.93,0.9,244.193,13468.4,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.24,0.35,4474634.0,19304.506,124.4773,3.86,1.29,3.3,14.05
2017-04-11,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2353.78,2.32,1.08,1.5,1.91,0.9,244.193,13468.4,1.427,3862.054,1.59,97.0,100.3106,1146.0,2.3,2.24,0.35,4474634.0,19304.506,124.3722,3.94,1.24,3.3,15.07
2017-04-12,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2344.93,2.28,1.04,1.47,1.9,0.9,244.193,13468.4,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.28,0.36,4484492.0,19304.506,124.2637,3.96,1.24,3.3,15.77
2017-04-13,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2328.95,2.24,1.03,1.43,1.92,0.9,244.193,13468.4,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.28,0.36,4484492.0,19304.506,123.8309,4.03,1.21,3.3,15.96
2017-04-14,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2328.95,2.24,1.03,1.43,1.92,0.9,244.193,13468.4,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.28,0.36,4484492.0,19304.506,123.8531,4.03,1.21,3.3,15.96
2017-04-15,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2328.95,2.24,1.03,1.43,1.92,0.9,244.193,13468.4,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.28,0.36,4484492.0,19304.506,123.8531,4.03,1.21,3.3,15.96
2017-04-16,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2328.95,2.24,1.03,1.43,1.92,0.9,244.193,13468.4,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.28,0.36,4484492.0,19304.506,123.8531,4.03,1.21,3.3,15.96
2017-04-17,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2349.01,2.26,1.05,1.43,1.88,0.9,244.193,13472.6,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.29,0.36,4484492.0,19304.506,123.6423,4.0,1.21,3.3,14.66
2017-04-18,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2342.19,2.18,1.0,1.36,1.85,0.9,244.193,13472.6,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.29,0.35,4484492.0,19304.506,123.5967,4.07,1.18,3.3,14.42
2017-04-19,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2338.17,2.21,1.02,1.4,1.85,0.9,244.193,13472.6,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.29,0.36,4479270.0,19304.506,124.1595,4.01,1.19,3.3,14.93
2017-04-20,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2355.84,2.24,1.03,1.45,1.85,0.9,244.193,13472.6,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.28,0.37,4479270.0,19304.506,123.9783,3.98,1.21,3.3,14.15
2017-04-21,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2348.69,2.24,1.04,1.45,1.84,0.9,244.193,13472.6,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.29,0.38,4479270.0,19304.506,124.1695,3.97,1.2,3.3,14.63
2017-04-22,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2348.69,2.24,1.04,1.45,1.84,0.9,244.193,13472.6,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.29,0.38,4479270.0,19304.506,124.1695,3.97,1.2,3.3,14.63
2017-04-23,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2348.69,2.24,1.04,1.45,1.84,0.9,244.193,13472.6,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.29,0.38,4479270.0,19304.506,124.1695,3.97,1.2,3.3,14.63
2017-04-24,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2374.15,2.28,1.03,1.47,1.87,0.9,244.193,13498.3,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.28,0.37,4479270.0,19304.506,123.7081,3.86,1.25,3.3,10.84
2017-04-25,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2388.61,2.35,1.06,1.53,1.91,0.9,244.193,13498.3,1.427,3869.256,1.59,97.0,100.3106,1146.0,2.3,2.26,0.36,4479270.0,19304.506,123.859,3.78,1.29,3.3,10.76
2017-04-26,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2387.45,2.32,1.04,1.49,1.9,0.9,244.193,13498.3,1.427,3861.878,1.59,97.0,100.3106,1146.0,2.3,2.27,0.35,4470142.0,19304.506,124.337,3.76,1.28,3.3,10.85
2017-04-27,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2388.77,2.3,1.05,1.49,1.91,0.9,244.193,13498.3,1.427,3861.878,1.59,97.0,100.3106,1146.0,2.3,2.28,0.37,4470142.0,19304.506,124.3915,3.78,1.25,3.3,10.36
2017-04-28,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2384.2,2.29,1.01,1.49,1.92,0.9,244.193,13498.3,1.427,3861.878,1.59,97.0,100.3106,1146.0,2.3,2.28,0.38,4470142.0,19304.506,124.1803,3.75,1.28,3.3,10.82
2017-04-29,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2384.2,2.29,1.01,1.49,1.92,0.9,244.193,13498.3,1.427,3861.878,1.59,97.0,100.3106,1146.0,2.3,2.28,0.38,4470142.0,19304.506,124.1803,3.75,1.28,3.3,10.82
2017-04-30,17979.218,251.227,105.744,112.7,1.0,188.731,4.4,2384.2,2.29,1.01,1.49,1.92,0.9,244.193,13498.3,1.427,3861.878,1.59,97.0,100.3106,1146.0,2.3,2.28,0.38,4470142.0,19304.506,124.1803,3.81,1.28,3.3,10.82
2017-05-01,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2388.33,2.33,1.05,1.5,1.92,0.91,244.004,13522.7,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.29,0.38,4470142.0,19304.506,123.9763,3.78,1.28,3.3,10.11
2017-05-02,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2391.17,2.29,1.02,1.47,1.88,0.91,244.004,13522.7,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.3,0.36,4470142.0,19304.506,124.0578,3.79,1.27,3.3,10.59
2017-05-03,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2388.13,2.33,1.03,1.48,1.87,0.91,244.004,13522.7,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.23,0.33,4471246.0,19304.506,124.0522,3.76,1.3,3.3,10.68
2017-05-04,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2389.52,2.36,1.04,1.5,1.86,0.91,244.004,13522.7,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.25,0.34,4471246.0,19304.506,124.3215,3.8,1.32,3.3,10.46
2017-05-05,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2399.29,2.36,1.04,1.46,1.86,0.91,244.004,13522.7,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.24,0.3,4471246.0,19304.506,124.2034,3.82,1.32,3.3,10.57
2017-05-06,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2399.29,2.36,1.04,1.46,1.86,0.91,244.004,13522.7,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.24,0.3,4471246.0,19304.506,124.2034,3.82,1.32,3.3,10.57
2017-05-07,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2399.29,2.36,1.04,1.46,1.86,0.91,244.004,13522.7,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.24,0.3,4471246.0,19304.506,124.2034,3.82,1.32,3.3,10.57
2017-05-08,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2399.38,2.39,1.06,1.48,1.86,0.91,244.004,13509.1,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.23,0.28,4471246.0,19304.506,124.5196,3.8,1.33,3.3,9.77
2017-05-09,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2396.92,2.42,1.05,1.51,1.86,0.91,244.004,13509.1,1.427,3861.878,1.42,97.1,100.1435,1157.0,2.3,2.22,0.28,4471246.0,19304.506,124.8389,3.74,1.37,3.3,9.96
2017-05-10,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2399.63,2.41,1.06,1.51,1.85,0.91,244.004,13509.1,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.22,0.29,4473459.0,19304.506,124.5386,3.72,1.35,3.3,10.21
2017-05-11,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2394.44,2.39,1.04,1.5,1.88,0.91,244.004,13509.1,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.24,0.31,4473459.0,19304.506,124.4716,3.72,1.35,3.3,10.6
2017-05-12,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2390.9,2.33,1.04,1.45,1.84,0.91,244.004,13509.1,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.25,0.32,4473459.0,19304.506,124.1333,3.77,1.29,3.3,10.4
2017-05-13,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2390.9,2.33,1.04,1.45,1.84,0.91,244.004,13509.1,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.25,0.32,4473459.0,19304.506,124.1333,3.77,1.29,3.3,10.4
2017-05-14,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2390.9,2.33,1.04,1.45,1.84,0.91,244.004,13509.1,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.25,0.32,4473459.0,19304.506,124.1333,3.77,1.29,3.3,10.4
2017-05-15,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2402.32,2.34,1.03,1.44,1.82,0.91,244.004,13523.4,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.25,0.29,4473459.0,19304.506,123.7166,3.72,1.31,3.3,10.42
2017-05-16,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2400.67,2.33,1.04,1.43,1.82,0.91,244.004,13523.4,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.24,0.29,4473459.0,19304.506,123.3557,3.71,1.29,3.3,10.65
2017-05-17,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2357.03,2.22,0.96,1.32,1.78,0.91,244.004,13523.4,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.26,0.29,4467108.0,19304.506,123.1092,3.84,1.26,3.3,15.59
2017-05-18,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2365.72,2.23,0.96,1.3,1.8,0.91,244.004,13523.4,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.26,0.26,4467108.0,19304.506,123.6707,3.85,1.27,3.3,14.66
2017-05-19,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2381.73,2.23,0.95,1.31,1.82,0.91,244.004,13523.4,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.26,0.29,4467108.0,19304.506,123.0696,3.78,1.28,3.3,12.04
2017-05-20,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2381.73,2.23,0.95,1.31,1.82,0.91,244.004,13523.4,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.26,0.29,4467108.0,19304.506,123.0696,3.78,1.28,3.3,12.04
2017-05-21,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2381.73,2.23,0.95,1.31,1.82,0.91,244.004,13523.4,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.26,0.29,4467108.0,19304.506,123.0696,3.78,1.28,3.3,12.04
2017-05-22,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2394.02,2.25,0.96,1.32,1.82,0.91,244.004,13553.6,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.24,0.27,4467108.0,19304.506,122.9058,3.72,1.29,3.3,10.93
2017-05-23,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2398.42,2.29,0.98,1.37,1.83,0.91,244.004,13553.6,1.427,3786.04,1.42,97.1,100.1435,1157.0,2.3,2.22,0.28,4467108.0,19304.506,123.0627,3.67,1.31,3.3,10.72
2017-05-24,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2404.39,2.26,0.97,1.33,1.81,0.91,244.004,13553.6,1.427,3790.733,1.42,97.1,100.1435,1157.0,2.3,2.25,0.28,4470852.0,19304.506,123.0453,3.68,1.29,3.3,10.02
2017-05-25,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2415.07,2.25,0.95,1.31,1.8,0.91,244.004,13553.6,1.427,3790.733,1.42,97.1,100.1435,1157.0,2.3,2.24,0.28,4470852.0,19304.506,122.7053,3.67,1.3,3.3,9.99
2017-05-26,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2415.82,2.25,0.95,1.31,1.81,0.91,244.004,13553.6,1.427,3790.733,1.42,97.1,100.1435,1157.0,2.3,2.24,0.28,4470852.0,19304.506,122.7692,3.67,1.3,3.3,9.81
2017-05-27,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2415.82,2.25,0.95,1.31,1.81,0.91,244.004,13553.6,1.427,3790.733,1.42,97.1,100.1435,1157.0,2.3,2.24,0.28,4470852.0,19304.506,122.7692,3.67,1.3,3.3,9.81
2017-05-28,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2415.82,2.25,0.95,1.31,1.81,0.91,244.004,13553.6,1.427,3790.733,1.42,97.1,100.1435,1157.0,2.3,2.24,0.28,4470852.0,19304.506,122.7692,3.67,1.3,3.3,9.81
2017-05-29,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2415.82,2.25,0.95,1.31,1.81,0.91,244.004,13559.7,1.427,3790.733,1.42,97.1,100.1435,1157.0,2.3,2.24,0.28,4470852.0,19304.506,122.7692,3.67,1.3,3.3,9.81
2017-05-30,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2412.91,2.21,0.93,1.28,1.81,0.91,244.004,13559.7,1.427,3790.733,1.42,97.1,100.1435,1157.0,2.3,2.25,0.28,4470852.0,19304.506,122.8616,3.68,1.28,3.3,10.38
2017-05-31,17979.218,251.43,105.714,112.7,1.0,189.625,4.4,2411.8,2.21,0.93,1.23,1.81,0.91,244.004,13559.7,1.427,3790.733,1.42,97.1,100.1435,1157.0,2.3,2.23,0.25,4459914.0,19304.506,122.5504,3.74,1.28,3.3,10.41
2017-06-01,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2430.06,2.21,0.93,1.23,1.81,1.04,244.163,13559.7,1.427,3790.733,1.52,95.0,100.1691,1249.0,2.19,2.24,0.26,4459914.0,19304.506,122.5485,3.69,1.28,3.3,9.89
2017-06-02,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2439.07,2.15,0.87,1.17,1.79,1.04,244.163,13559.7,1.427,3790.733,1.52,95.0,100.1691,1249.0,2.19,2.24,0.26,4459914.0,19304.506,122.4415,3.69,1.28,3.3,9.75
2017-06-03,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2439.07,2.15,0.87,1.17,1.79,1.04,244.163,13559.7,1.427,3790.733,1.52,95.0,100.1691,1249.0,2.19,2.24,0.26,4459914.0,19304.506,122.4415,3.69,1.28,3.3,9.75
2017-06-04,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2439.07,2.15,0.87,1.17,1.79,1.04,244.163,13559.7,1.427,3790.733,1.52,95.0,100.1691,1249.0,2.19,2.24,0.26,4459914.0,19304.506,122.4415,3.69,1.28,3.3,9.75
2017-06-05,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2436.1,2.18,0.86,1.22,1.79,1.04,244.163,13552.4,1.427,3790.733,1.52,95.0,100.1691,1249.0,2.19,2.24,0.27,4459914.0,19304.506,122.2087,3.68,1.32,3.3,10.07
2017-06-06,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2429.33,2.14,0.84,1.17,1.77,1.04,244.163,13552.4,1.427,3790.733,1.52,95.0,100.1691,1249.0,2.19,2.25,0.26,4459914.0,19304.506,121.9205,3.72,1.3,3.3,10.45
2017-06-07,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2433.14,2.18,0.86,1.18,1.78,1.04,244.163,13552.4,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.23,0.24,4462443.0,19304.506,122.0424,3.73,1.32,3.3,10.39
2017-06-08,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2433.79,2.19,0.86,1.18,1.78,1.04,244.163,13552.4,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.23,0.24,4462443.0,19304.506,122.0669,3.76,1.33,3.3,10.16
2017-06-09,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2431.77,2.21,0.86,1.2,1.78,1.04,244.163,13552.4,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.21,0.25,4462443.0,19304.506,122.1669,3.73,1.35,3.3,10.7
2017-06-10,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2431.77,2.21,0.86,1.2,1.78,1.04,244.163,13552.4,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.21,0.25,4462443.0,19304.506,122.1669,3.73,1.35,3.3,10.7
2017-06-11,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2431.77,2.21,0.86,1.2,1.78,1.04,244.163,13552.4,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.21,0.25,4462443.0,19304.506,122.1669,3.73,1.35,3.3,10.7
2017-06-12,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2429.39,2.21,0.86,1.23,1.75,1.04,244.163,13555.9,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.22,0.27,4462443.0,19304.506,122.1853,3.71,1.35,3.3,11.46
2017-06-13,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2440.35,2.21,0.83,1.21,1.75,1.04,244.163,13555.9,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.21,0.26,4462443.0,19304.506,121.8463,3.68,1.38,3.3,10.42
2017-06-14,17979.218,251.746,105.815,112.9,1.0,190.505,4.3,2437.92,2.15,0.8,1.14,1.71,1.04,244.163,13555.9,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.19,0.26,4476269.0,19304.506,121.2687,3.7,1.35,3.3,10.64
2017-06-15,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2432.46,2.16,0.81,1.14,1.67,1.04,244.163,13555.9,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.18,0.27,4476269.0,19304.506,122.1151,3.72,1.35,3.3,10.9
2017-06-16,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2433.15,2.16,0.84,1.13,1.67,1.04,244.163,13555.9,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.19,0.26,4476269.0,19304.506,121.8658,3.76,1.32,3.3,10.38
2017-06-17,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2433.15,2.16,0.84,1.13,1.67,1.04,244.163,13555.9,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.19,0.26,4476269.0,19304.506,121.8658,3.76,1.32,3.3,10.38
2017-06-18,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2433.15,2.16,0.84,1.13,1.67,1.04,244.163,13555.9,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.19,0.26,4476269.0,19304.506,121.8658,3.76,1.32,3.3,10.38
2017-06-19,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2453.46,2.19,0.83,1.17,1.67,1.04,244.163,13558.1,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.17,0.27,4476269.0,19304.506,122.0271,3.7,1.36,3.3,10.37
2017-06-20,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2437.03,2.16,0.8,1.15,1.66,1.04,244.163,13558.1,1.427,3832.613,1.52,95.0,100.1691,1249.0,2.19,2.16,0.29,4476269.0,19304.506,122.5609,3.77,1.36,3.3,10.86
2017-06-21,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2435.61,2.16,0.8,1.17,1.66,1.04,244.163,13558.1,1.427,3808.126,1.52,95.0,100.1691,1249.0,2.19,2.15,0.32,4474257.0,19304.506,122.6341,3.85,1.36,3.3,10.75
2017-06-22,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2434.5,2.15,0.81,1.19,1.69,1.04,244.163,13558.1,1.427,3808.126,1.52,95.0,100.1691,1249.0,2.19,2.16,0.36,4474257.0,19304.506,122.4655,3.87,1.34,3.3,10.48
2017-06-23,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2438.3,2.15,0.81,1.18,1.7,1.04,244.163,13558.1,1.427,3808.126,1.52,95.0,100.1691,1249.0,2.19,2.15,0.34,4474257.0,19304.506,122.1593,3.86,1.34,3.3,10.02
2017-06-24,17979.218,251.746,105.815,112.9,1.25,190.505,4.3,2438.3,2.15,0.81,1.18,1.7,1.04,244.163,13558.1,1.427,3808.126,1.52,95.0,100.1691,1249.0,2.19,2.15,0.34,4474257.0,19304.506,122.1593,3.86,1.34,3.3,10.02
